FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;GROUPE_SPECIALITE;LETTRE_SPECIALITE;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;NIVEAU_QUALIFICATION_RNCP
1353261P;135;326;M;;MASTER PRO;MATHS INFO APPLIQUEES AUX SHS;MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES - MIASHS (MASTER);01/09/2019;;;2006;;;;;;;;;;;;;;rncp 34220;1;SPN DEP B4 B5;10/12/2020;;481;07
1353261Q;135;326;M;;MASTER PRO;TRAITEMENT AUTOMATIQUE DS LANGUES;TRAITEMENT AUTOMATIQUE DES LANGUES (MASTER);01/09/2019;;;;;;;;;;;;;;;;;;1;DEPPA1;10/12/2020;;481;07
1353261R;135;326;M;;MASTER PRO;TRAITEMENT DU SIGNAL ET DES IMAGE;TRAITEMENT DU SIGNAL ET DES IMAGES (MASTER);01/09/2020;;;;;;;;;;;;;;;;;;1;DEPPA1;30/04/2021;;481;07
1353261S;135;326;M;;MASTER PRO;SCIENCES ET INGENIERIE DES DONNEE;SCIENCES ET INGENIERIE DES DONNEES (MASTER);01/09/2021;;;;;;;;;;;;;;;;;;1;DEPPA1;04/03/2022;;481;07
1353261T;135;326;M;;MASTER PRO;OPTIQUE IMAGE VISION MULTIMEDIA;OPTIQUE, IMAGE, VISION, MULTIMEDIA (MASTER);01/09/2022;;;;;;;;;;;;;;;;;rncp 23345;1;DEPPA1;21/03/2023;;481;07
13532620;135;326;M;;MASTER PRO;INFOR APPLIC GEST ENTRE;(MIDO) : INFORMATIQUE DES ORGANISATIONS SPE METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES-SYSTEMES D'INFORMATION ET TECHNOLOGIE (MASTER DAUPHINE);01/09/2005;31/08/2014;;2007;;;;;;;;;;;;;;cfa afia remplace par le 13532637;1;SPN DEP B4 B5;10/12/2020;;481;07
13532621;135;326;M;;MASTER PRO;INFOR APPLIC GEST ENTRE;MIDO : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES ET A LA DECISION SPE TECHNOLOGIES DE L'INTERNET POUR LES ORGANISATIONS (MASTER DAUPHINE);01/09/2005;31/08/2009;;2007;;;;;;;;;;;;;;Univ Dauphine;1;SPN DEP B4 B5;10/12/2020;;481;07
13532622;135;326;M;;MASTER PRO;MIAGE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE DES ORGANISATIONS SPE MIAGE (MASTER PARIS 1);01/09/2005;31/08/2016;;2007;;;;;;;;;;;;;;ex sise 2213156;1;SPN DEP B4 B5;10/12/2020;;481;07
13532623;135;326;M;;MASTER PRO;AGILITE SYST INFOR E BUSINESS;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER PARIS 10);01/09/2005;31/08/2019;;2007;;;;;;;;;;;;;;cfa afia remplace sise 2213379 hab 20090343;1;SPN DEP B4 B5;10/12/2020;;481;07
13532624;135;326;M;;MASTER PRO;MIAGE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE ET SYSTEMES SPE MIAGE (MASTER EVRY);01/09/2005;31/08/2015;;2007;;;;;;;;;;;;;;cfa afia remplace par le 13532671;1;SPN DEP B4 B5;10/12/2020;;481;07
13532625;135;326;M;;MASTER PRO;MIDO MIRO INFORM DECISIO;MIDO : INFORMATIQUE DES ORGANISATIONS SPE INFORMATIQUE DECISIONNELLE (MASTER DAUPHINE);01/09/2005;31/08/2014;;;;;;;;;;;;;;;;cfa afia remplace par le 13532637;1;DEPP C4;10/12/2020;;481;07
13532626;135;326;M;;MASTER PRO;RESEAUX ET TELECOMMUNICATION;RESEAUX ET TELECOMMUNICATION (MASTER CNAM);01/09/2004;31/08/2023;;;;;;;;;;;;;;;;pas d'apprentis aux rentrees 2021 et 2022;1;DEPP C4;09/09/2023;;481;07
13532627;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER MARNE LA VALLEE);01/09/2005;31/08/2020;;;;;;;;;;;;;;;;cfa descartes remplace sise 2204684 hab 20042390;1;DEPP C1;10/12/2020;;481;07
13532628;135;326;M;;MASTER PRO;GENIE INFORMATIQUE;SCIENCES TECHNOLOGIES SANTE : MATHEMATIQUES ET INFORMATIQUE SPE GENIE INFORMATIQUE (MASTER GRENOBLE 1);01/09/2003;31/08/2016;;;;;;;;;;;;;;;;remplace avec le 13532654 par le 13532681;1;DGES;10/12/2020;;481;07
13532629;135;326;M;;MASTER PRO;ING DES LOGIELS CONNAISSANCES;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE INGENIERIE DES LOGICIELS ET DES CONNAISSANCES (MASTER STRASBOURG);01/09/2007;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532698 avec les 13532302 et 13532651;1;DGES;10/12/2020;;481;07
13532630;135;326;M;;MASTER PRO;INFORMATIQUE RESEAUX;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE RESEAUX (MASTER LYON 1);01/09/2007;31/08/2016;;;;;;;;;;;;;;;;remplace par le 13532677 comue lyon;1;DGES;10/12/2020;;481;07
13532631;135;326;R;;MASTER PRO;SECU CONTENUS RESX SYST TELECOM;SCIENCES ET TECHNOLOGIES, SANTE : INFORMATIQUE SPE SECURITE DES CONTENUS, DES RESEAUX, DES TELECOMMUNICATIONS ET DES SYSTEMES (MASTER VERSAILLES);01/09/2007;31/08/2015;;;;;;;;;;;;;;;;Univ de VSQ CFA AFTI;1;DEPPA1;10/12/2020;;481;07
13532632;135;326;M;;MASTER PRO;INGENIERIE DES SYSTEMES COMPLEXES;INGENIERIE DES SYTEMES COMPLEXES (MASTER PARIS 12);01/09/2007;31/08/2020;;;;;;;;;;;;;;;;sup2000 remplace sise 2213531 hab 20090854;1;DEPPA1;10/12/2020;;481;07
13532633;135;326;M;;MASTER PRO;MIAGE BORDEAUX 1;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER BORDEAUX);01/09/2007;31/08/2021;;;;;;;;;;;;;;;;anc sise 2214527 hab 20042630;1;DGES;10/12/2020;;481;07
13532634;135;326;M;;MASTER PRO;M1 MIAGE PARIS12;SCIENCES DE GESTION : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (M1 PARIS 12);01/09/2008;31/08/2015;;;;;;;;;;;;;;;; CFA sup2000 paris12 ufr éco gestion année M1 commune aux deux M2 du parcours MIAGE;1;DEPPA1;10/12/2020;;481;07
13532635;135;326;M;;MASTER PRO;M2 MIAGE ISYDIS PARIS12;SCIENCES DE GESTION : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES SPE INGENIERIE DES SYSTEMES D'INFORMATION DISTRIBUES (MASTER PARIS 12);01/09/2008;31/08/2015;;;2015;;;;;;;;;;;;;CFA sup2000 paris12 ufr éco gestion;1;DEPPA1;10/12/2020;;481;07
13532636;135;326;M;;MASTER PRO;M2 MIAGE ISIAD PARIS12;SCIENCES DE GESTION : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES SPE INGENIERIE DES SYSTEMES D'INFORMATION ET D'AIDE A LA DECISION (MASTER PARIS 12);01/09/2008;31/08/2015;;;;;;;;;;;;;;;;remplace par le 13532667;1;DEPPA1;10/12/2020;;481;07
13532637;135;326;U;;MASTER PRO;M1 MIAGE DAUPHINE;MATHEMATIQUE, INFORMATIQUE, DECISION ET ORGANISATION : INFORMATIQUE DES ORGANISATIONS (MASTER DAUPHINE);01/09/2008;31/08/2019;;;;;;;;;;;;;;;;code master 1 js remonte repris pour code mention rentre 2014;1;DEPPA1;10/12/2020;;481;07
13532638;135;326;M;;MASTER PRO;INGENIERIE INFORMATIQUE;SCIENCES, SANTE ET APPLICATIONS : MATHEMATIQUES ET INFORMATIQUE SPE INGENIERIE INFORMATIQUE (MASTER PRO PARIS 7);01/09/2008;31/08/2013;;;;;;;;;;;;;;;;CFA Formasup Paris;1;DEPPA1;10/12/2020;;481;07
13532639;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER PARIS 6);01/09/2008;31/08/2019;;;;;;;;;;;;;;;;itin cciv;1;DEPPA1;10/12/2020;;481;07
13532640;135;326;M;;MASTER PRO;MARKETING DISTRIB XCANAL;DROIT, ECONOMIE, GESTION : DISTRIBUTION ET MARKETING SPE MARKETING DE LA DISTRIBUTION MULTI-CANAL (MASTER LILLE 2);01/09/2009;31/08/2015;;;2015;;;;;;;;;;;;;remplace avec le 13531234 par le 13531262;1;DEPPA1;10/12/2020;;340;07
13532641;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LA ROCHELLE);01/09/2009;31/08/2022;;;;;;;;;;;;;;;;;1;DEPPA1;10/12/2020;;481;07
13532642;135;326;N;;MASTER PRO;RESEAUX ET TELECOMMUNICATION;RESEAUX ET TELECOMMUNICATION (MASTER REIMS);01/09/2008;31/08/2023;;;;;;;;;;;;;;;;anc hab 20120521 sise 2200778;1;DEPPA1;10/12/2020;;481;07
13532643;135;326;N;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER CORSE);01/09/2009;31/08/2023;;;;;;;;;;;;;;;;anc hab 20042448 sise 2215001;1;DEPPA1;10/12/2020;;481;07
13532644;135;326;M;;MASTER PRO;SYSTEMES D'INFO POUR L'ENVIRONT;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE SYSTEMES D'INFORMATION POUR L'ENVIRONNEMENT (MASTER CORSE);01/09/2009;31/08/2013;;;;;;;;;;;;;;;;CFA UNIV CORSE;1;DEPPA1;10/12/2020;;481;07
13532645;135;326;N;;MASTER PRO;GESTION ET SYSTEMES D'INFORMATION;SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : SYSTEMES D'INFORMATION SPE GESTION ET SYSTEMES D'INFORMATION (MASTER DAUPHINE);01/09/2010;31/08/2014;;;;;;;;;;;;;;;;voir le 13532666;1;DEPPA1;10/12/2020;;481;07
13532646;135;326;N;;MASTER PRO;MIAGE POUR LA FINANCE;(MIDO) : INFORMATIQUE DES ORGANISATIONS SPE METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES INFORMATIQUE POUR LA FINANCE (MASTER DAUPHINE);01/09/2010;31/08/2014;;;;;;;;;;;;;;;;cfa afia remplace par le 13532637;1;DEPPA1;10/12/2020;;345;07
13532647;135;326;P;;MASTER PRO;ARCHI RSX TECH INDUITES COMMUNIC;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION SPE ARCHITECTURE DES RESEAUX ET TECHNOLOGIES INDUITES DES CIRCUITS DE COMMUNICATION (MASTER LIMOGES);01/09/2010;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13511512 pour nsf;1;DEPPA1;10/12/2020;;481;07
13532648;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER VALENCIENNES);01/09/2010;31/08/2020;;;;;;;;;;;;;;;;Université Valenciennes et du Hainaut-Cambresis Institut des sciences et techniques de Val (ISTV);1;DEPPA1;10/12/2020;;481;07
13532649;135;326;T;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER MULHOUSE);01/09/2010;31/08/2023;;;;;;;;;;;;;;;;anc hab 20090505 sise 2201486;1;DEPPA1;10/12/2020;;481;07
13532650;135;326;M;;MASTER PRO;METHODE INFO APPLIQ GESTION ETS;SCIENCES ET TECHNOLOGIES, SANTE : INFORMATIQUE SPE METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MASTER NANTES);01/09/2010;31/08/2012;;;;;;;;;;;;;;;;correction remontées cfa inter u nantes 2009;1;DEPPA1;10/12/2020;;481;07
13532651;135;326;N;;MASTER PRO;GESTION PROJETS INFORMATIQUES;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE GESTION DE PROJETS INFORMATIQUES (MASTER STRASBOURG);01/09/2010;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532698 avec les 13532302 et 13532629;1;DEPPA1;10/12/2020;;481;07
13532652;135;326;M;;MASTER PRO;SYSTM D'INFO ET DE DECISION;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE DES ORGANISATIONS SPE SYSTEME D'INFORMATION ET DE DECISION (MASTER PARIS 1);01/09/2010;31/08/2016;;;;;;;;;;;;;;;;demande region IDF;1;DEPPA1;10/12/2020;;481;07
13532653;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER PARIS EST CRETEIL);01/09/2011;31/08/2020;;;;;;;;;;;;;;;;sup2000 remplace sise 2203968 hab 20090851;1;DEPPA1;10/12/2020;;481;07
13532654;135;326;M;;MASTER PRO;SECURIT INFORMATIQUE LEGALE;SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES ET INFORMATIQUE SPE SECURITE, AUDIT, INFORMATIQUE LEGALE (MASTER GRENOBLE 1);01/09/2011;31/08/2016;;;;;;;;;;;;;;;;remplace avec le 13532628 par le 13532681;1;DEPPA1;10/12/2020;;481;07
13532655;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER TOULOUSE 3);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;code cree suite a verification remonte code errone cohab Toulouse 1 - anc sise 2211399 hab 20070793;1;DEPPA1;10/12/2020;;481;07
13532656;135;326;M;;MASTER PRO;MIAGE;DROIT, ECONOMIE, GESTION : INFORMATIQUE DES ORGANISATIONS SPE METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MASTER TOULOUSE 1);01/09/2011;31/08/2016;;;;;;;;;;;;;;;;code cree suite a verification remonte code errone cohab Toulouse 3;1;DEPPA1;10/12/2020;;481;07
13532657;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER RENNES 1);01/09/2011;31/08/2022;;;;;;;;;;;;;;;;anc hab 20040499 sise 2212368;1;DEPPA1;10/12/2020;;481;07
13532658;135;326;M;;MASTER PRO;INFORMATIQUE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE GENIE INFORMATIQUE (MASTER UNIV LORRAINE);01/09/2011;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532691;1;DEPPA1;10/12/2020;;481;07
13532659;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER ANGERS);01/09/2012;31/08/2022;;;;;;;;;;;;;;;;demande cfa interU ancien hab20081169;1;DEPPA1;10/12/2020;;481;07
13532660;135;326;N;;MASTER PRO;SCIENCES TECHNOLOJ DU LOGICIEL;SCIENCES ET TECHNOLOGIES : INFORMATIQUE SPE SCIENCE ET TECHNOLOGIE DU LOGICIEL (MASTER PARIS 6);01/09/2012;31/08/2016;;;;;;;;;;;;;;;;demande CFA INSTA;1;DEPPA1;10/12/2020;;481;07
13532661;135;326;M;;MASTER PRO;INGENIERIE DES SYSTM INFORMATIQUE;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION SPE INGENIERIE DES SYSTEMES ET RESEAUX INFORMATIQUES (MASTER AMIENS);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532695;1;DEPPA1;10/12/2020;;481;07
13532662;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LITTORAL);01/09/2012;31/08/2020;;;;;;;;;;;;;;;;remplace sise 2214135 hab 20043247;1;DEPPA1;10/12/2020;;481;07
13532663;135;326;N;;MASTER PRO;METIERS INFO ET MAITRISE OUVRAGE;SCIENCES HUMAINES ET SOCIALES : METIERS INFORMATIQUE ET MAITRISE D'OUVRAGE MIMO SPE PROJETS INFORMATIQUES ET STRATEGIE D'ENTREPRISE (MASTER PARIS 1);01/09/2012;31/08/2016;;;;;;;;;;;;;;;;cfa afia remplace par le 13512603;1;DEPPA1;10/12/2020;;481;07
13532664;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER NANTES);01/09/2012;31/08/2022;;;;;;;;;;;;;;;;correction remontées cfa inter universitaire nantes 2013 anc hab 20120205 sise 2216899;1;DEPPA1;10/12/2020;;481;07
13532665;135;326;P;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LE MANS);01/09/2013;31/08/2022;;;;;;;;;;;;;;;;anc hab 20081407 sise 2206028;1;DEPPA1;10/12/2020;;481;07
13532666;135;326;P;;MASTER PRO;MANAGEMENT DES SI;SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER DAUPHINE);01/09/2013;31/08/2019;;;;;;;;;;;;;;;;formasup paris remplace les 13532615 et 13532645 ouverture 2013 pour signature contrats avant septembre;1;DEPPA1;10/12/2020;;481;07
13532667;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER PARIS 12);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;remplace les 13532634 13532636 et 13532635;1;DEPPA1;10/12/2020;;481;07
13532668;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER CNAM);01/09/2014;31/08/2023;;;;;;;;;;;;;;;;pas d'apprentis aux rentrees 2021 et 2022;1;DEPPA1;09/09/2023;;481;07
13532669;135;326;M;;MASTER PRO;SYSTEMES D'INFORMATION REPARTIS;SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES SPE SYSTEMES D'INFORMATION REPARTIS (MASTER ORLEANS);01/09/2015;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532697 avec le 13532670;1;DEPPA1;10/12/2020;;481;07
13532670;135;326;P;;MASTER PRO;SI METIERS SOCIAL ASSURANCE;SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES SPE SYSTEMES D'INFORMATION DES METIERS DU SOCIAL ET DE L'ASSURANCE (MASTER ORLEANS);01/09/2015;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532697 avec le 13532669;1;DEPPA1;10/12/2020;;481;07
13532671;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER PARIS SACLAY);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;remplace le 13531003 et le 13532624;1;;10/12/2020;;480;07
13532672;135;326;P;;MASTER PRO;MANAGEMENT DES SYSTEM D'INFORMATI;MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER MONTPELLIER);01/09/2014;31/08/2021;;;;;;;;;;;;;;;;demande saia;1;DEPPA1;10/12/2020;;481;07
13532673;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER PARIS SACLAY);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;remplace le 13532602 et autres?;1;DEPPA1;10/12/2020;;481;07
13532674;135;326;M;;MASTER PRO;INFORM INTERACTION PERCEP;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE INTERACTION, PERCEPTION, APPRENTISSAGE, CONNAISSANCE (MASTER U LORRAINE);01/09/2015;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532691;1;DEPPA1;10/12/2020;;481;07
13532675;135;326;P;;MASTER PRO;MIAGE SYSTM INFO DISTRIBUES;SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE) SPE SYSTEMES D'INFORMATION DISTRIBUES (MASTER LORRAINE);01/09/2015;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532692;1;DEPPA1;10/12/2020;;481;07
13532676;135;326;N;;MASTER PRO;AUDIT CONSEPTION SYSTM INFORMATIO;SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE) SPE AUDIT ET CONCEPTION DE SYSTEMES D'INFORMATION (MASTER LORRAINE);01/09/2015;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532692;1;DEPPA1;10/12/2020;;481;07
13532677;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LYON 1);01/09/2016;31/08/2022;;;;;;;;;;;;;;;;remplace le 13532630;1;DEPPA1;10/12/2020;;481;07
13532678;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER PARIS 1);01/09/2016;31/08/2019;;;;;;;;;;;;;;;;parcours cfa AFIA remplace le 13532008, avec le 13532679;1;DEPPA1;10/12/2020;;481;07
13532679;135;326;M;;MASTER PRO;MANAGEMENT DES SYSTEM D'INFORMATI;MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER PARIS 1);01/09/2016;31/08/2019;;;;;;;;;;;;;;;;parcours cfa AFIA remplace le 13532008, avec le 13532678;1;DEPPA1;10/12/2020;;481;07
13532680;135;326;M;;MASTER PRO;RESEAUX ET TELECOMMUNICATION;RESEAUX ET TELECOMMUNICATION (MASTER CHAMBERY);01/09/2016;31/08/2021;;;;;;;;;;;;;;;;demande formasup;1;DEPPA1;10/12/2020;;481;07
13532681;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER GRENOBLE ALPES);01/09/2016;31/08/2021;;;;;;;;;;;;;;;;remplace les 13532628 et 13532654;1;DEPPA1;10/12/2020;;481;07
13532682;135;326;M;;MASTER PRO;INTELLIGENCE ARTIFICIELLE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE INTELLIGENCE ARTIFICIELLE (MASTER PARIS 5);01/09/2016;31/08/2019;;;;;;;;;;;;;;;;demande cfa afia;1;DEPPA1;10/12/2020;;481;07
13532683;135;326;M;;MASTER PRO;SECURITE, RESEAUX ET E-SANTE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE SECURITE, RESEAUX ET E-SANTE (MASTER PARIS 5);01/09/2016;31/08/2019;;;;;;;;;;;;;;;;demande cfa afia;1;DEPPA1;10/12/2020;;481;07
13532684;135;326;P;;MASTER PRO;MIAGE SCIENCES DECISION;SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE) SPE SCIENCES DE LA DECISION (MASTER NICE);01/09/2016;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532685;1;DEPPA1;10/12/2020;;481;07
13532685;135;326;P;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER COMUE COTE D'AZUR);01/09/2017;31/08/2023;;;;;;;;;;;;;;;;remplace le 13532684;1;DEPPA1;10/12/2020;;481;07
13532686;135;326;M;;MASTER PRO;INFORMATIQUE;SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE SPE INFORMATIQUE ET DECISION (MASTER UNIV LORRAINE);01/09/2011;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13532691;1;DEPPA1;10/12/2020;;481;07
13532687;135;326;M;;MASTER PRO;RESEAUX ET TELECOMMUNICATION;RESEAUX ET TELECOMMUNICATION (MASTER VALENCIENNES);01/09/2016;31/08/2020;;;;;;;;;;;;;;;;demande region;1;DEPPA1;10/12/2020;;481;07
13532688;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LE HAVRE);01/09/2017;31/08/2022;;;;;;;;;;;;;;;;demande université;1;DEPPA1;10/12/2020;;481;07
13532689;135;326;N;;MASTER PRO;CREATION NUMERIQ DESIGN INTERFACE;CULTURE ET COMMUNICATION : CREATION NUMERIQUE DESIGN D'INTERFACE (MASTER PARIS 13);01/09/2017;31/08/2019;;;;;;;;;;;;;;;;demande;1;DEPPA1;10/12/2020;;481;07
13532690;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LA REUNION);01/09/2017;31/08/2020;;;;;;;;;;;;;;;;demande université;1;DEPPA1;10/12/2020;;481;07
13532691;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER LORRANE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 13532658, 13532674 et 13532686;1;DEPPA1;10/12/2020;;481;07
13532692;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 13532675 et 13532676;1;DEPPA1;10/12/2020;;481;07
13532693;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER COMUE COTE D'AZUR);01/09/2017;31/08/2023;;;;;;;;;;;;;;;;remplace le 13520101;1;DEPPA1;10/12/2020;;481;07
13532694;135;326;M;;MASTER PRO;RESEAUX ET TELECOMMUNICATION;RESEAUX ET TELECOMMUNICATION (MASTER AIX MARSEILLE);01/09/2017;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DEPPA1;10/12/2020;;481;07
13532695;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER AMIENS);01/09/2017;31/08/2023;;;;;;;;;;;;;;;;pas d'apprentis aux rentrees 2021 et 2022;1;DEPPA1;09/09/2023;;481;07
13532696;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER TOULOUSE 1);01/09/2017;31/08/2021;;;;;;;;;;;;;;;;cohab Toulouse 3;1;DEPPA1;10/12/2020;;481;07
13532697;135;326;M;;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER ORLEANS);01/09/2017;31/08/2023;;;;;;;;;;;;;;;;remplace les 13532669 et 13520009;1;DEPPA1;10/12/2020;;481;07
13532698;135;326;M;;MASTER PRO;INFORMATIQUE;INFORMATIQUE (MASTER STRASBOURG);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace leS 13532929?13532651 ET 13532302;1;DEPPA1;10/12/2020;;481;07
13532699;135;326;M;;MASTER PRO;MANAGEMENT DES SYSTEM D'INFORMATI;MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER TOULOUSE 3);01/09/2018;31/08/2021;;;;;;;;;;;;;;;;demande universite;1;DEPPA1;10/12/2020;;481;07
